	Код	Артикул	Номенклатура	Остаток организации	Цена	Единица измерения	Валюта
	00000017513		Мішалка 1л.УКТ ЗЕД 8479908000			Штука	
	00000009431		Мішалка 3,5л			Штука	
	00000017570		Мішалка 3,5л.УКТ ЗЕД 8479908000			Штука	
	00000015677		Мішалка універсальна до дриль-міксеру МД1-11Э			Штука	
	00000018269		Мішень вогнетривка			Штука	
	00000009432		Мішок фільтруючий для пилі			Штука	
	00000014567		МК 40.30.15 (24 мод.)			Штука	
	00000014566		МК 55.30.15 (36 мод.)			Штука	
	00000014553		МК 55.55.15 (72 мод.)			Штука	
	00000013549		МК ЩО 2046 (ЕР)		2 509,98	Штука	грн
	00000013550		МК ЩО 2066 (ЕР)		2 957,82	Штука	грн
	00000013551		МК ЩО 2076 (ЕР)		3 159,00	Штука	грн
	00000007808	ЭП.049900.000-13	МКН 10.65.24М IP31		2 170,32	Штука	грн
	00000008689		МКН 10.65.24М IP54	1,000	2 338,32	Штука	грн
	00000008022	ЭП.049900.000-09	МКН 106.25М IP31	6,000	2 356,80	Штука	грн
	00000008574		МКН 106.25М IP54		2 524,80	Штука	грн
	00000007812	ЭП,049900.000-10	МКН 1063М IP31	20,000	2 497,26	Штука	грн
	00000012775	ЭП,049900.000-10	МКН 1063М IP31 (Без МП)	1,000	1 916,40	Штука	грн
	00000008638		МКН 1063М IP54		2 665,26	Штука	грн
	00000012840	ЭП,049900.000-10	МКН 1063М IP54 (Без МП)		2 084,40	Штука	грн
	00000007825	ЭП.049900.000-11	МКН 1064М IP31			Штука	
	00000012777	ЭП,049900.000-10	МКН 1064М IP31 (Без МП)	1,000	2 141,22	Штука	грн
	00000008561		МКН 1064М IP54			Штука	
	00000012841	ЭП,049900.000-10	МКН 1064М IP54 (Без МП)		2 309,22	Штука	грн
	00000007545	ЭП.049900.000-12	МКН 1083М IP31		2 899,62	Штука	грн
	00000012776	ЭП.049900.000-12	МКН 1083М IP31 (Без МП)		2 355,60	Штука	грн
	00000008459		МКН 1083М IP54		3 067,62	Штука	грн
	00000012842	ЭП.049900.000-12	МКН 1083М IP54 (Без МП)			Штука	
	00000012854	ЭП.049900.000-12	МКН 1083М IP54 (Без МП) /4замка		3 558,00	Штука	грн
	00000013755	ЭП.049900.000-12	МКН 1084М IP31			Штука	
	00000007944	ЭП.049900.000-20	МКН 12.75.24М IP31	2,000	2 900,10	Штука	грн
	00000009153		МКН 12.75.24М IP54		3 110,10	Штука	грн
	00000012999	ЭП.049900.000-18	МКН 12103М IP31	4,000	4 188,72	Штука	грн
	00000013241	ЭП.049900.000-18	МКН 12103М IP54		4 398,72	Штука	грн
	00000008132	ЭП.049900.000-15	МКН 126.25М IP31	2,000	2 662,68	Штука	грн
	00000009707		МКН 126.25М IP54		2 860,68	Штука	грн
	00000007817	ЭП.049900.000-16	МКН 1263М IP31	35,000	2 815,74	Штука	грн
	00000012779	ЭП,049900.000-10	МКН 1263М IP31 (Без МП)	6,000	2 168,64	Штука	грн
	00000008475		МКН 1263М IP54		3 013,62	Штука	грн
	00000012837	ЭП,049900.000-10	МКН 1263М IP54 (Без МП)		2 336,64	Штука	грн
	00000012032	ЭП.049900.000-17	МКН 1264 КУК			Штука	
	00000008129	ЭП.049900.000-17	МКН 1264М IP31			Штука	
	00000012780	ЭП,049900.000-10	МКН 1264М IP31 (Без МП)		2 359,80	Штука	грн
	00000008765		МКН 1264М IP54			Штука	
	00000012843	ЭП,049900.000-10	МКН 1264М IP54 (Без МП)		2 527,80	Штука	грн
	00000007821	ЭП.049900.000-18	МКН 1283М IP31	10,000	3 432,96	Штука	грн
	00000012778	ЭП,049900.000-10	МКН 1283М IP31 (Без МП)		2 681,28	Штука	грн
	00000008568		МКН 1283М IP54		3 642,96	Штука	грн
	00000012844	ЭП,049900.000-10	МКН 1283М IP54 (Без МП)			Штука	
	00000012853	ЭП,049900.000-10	МКН 1283М IP54 (Без МП) /4замка			Штука	
	00000008604		МКН 33.15М IP54		547,98	Штука	грн
	00000008504	ЭП.049800.000	МКН 33.15М ІР31	17,000	464,04	Штука	грн
	00000008473		МКН 332М IP54		579,12	Штука	грн
	00000004482		МКН 332М ІР31	17,000	495,12	Штука	грн
	00000008503		МКН 43.15М IP31	26,000	500,22	Штука	грн
	00000008551		МКН 43.15М IP54		584,28	Штука	грн
	00000008650		МКН 43.25М IP54		713,16	Штука	грн
	00000000660	ЭП.004200.000	МКН 43.25М ІР31	54,000	629,16	Штука	грн
	00000008735	ЭП014100.000СБ	МКН 43.35.17М ІР31			Штука	
	00000000227		МКН 432М IP31	17,000	584,52	Штука	грн
	00000008483		МКН 432М IP54		668,52	Штука	грн
	00000000792		МКН 44.15М IP31		738,90	Штука	грн
	00000008754		МКН 44.15М IP54		804,36	Штука	грн
	00000004839		МКН 44.25М IP31	20,000	838,80	Штука	грн
	00000011161		МКН 44.25М IP54		922,80	Штука	грн
	00000000574		МКН 442М IP31	3,000	791,28	Штука	грн
	00000008725		МКН 442М IP31 (Южком)			Штука	
	00000008518		МКН 442М ІР54		875,28	Штука	грн
	00000017956		МКН 532М IP31	14,000	720,60	Штука	грн
	00000017957		МКН 532М IP54			Штука	
	00000000847		МКН 54.15М IP31	1,000	849,12	Штука	грн
	00000009105		МКН 54.15М ІР54		975,12	Штука	грн
	00000000504	ЭП.049800.000-10	МКН 54.25М IP31	15,000	961,56	Штука	грн
	00000008555		МКН 54.25М ІР54		1 087,56	Штука	грн
	00000000027	ЭП.049800.000-09	МКН 542М IP31		825,90	Штука	грн
	00000008488		МКН 542М IP54		952,56	Штука	грн
	00000008539		МКН 55.14 IP31		801,36	Штука	грн
	00000013772		МКН 55.15М IP31		993,30	Штука	грн
	00000000499		МКН 55.25М IP31	13,000	1 105,80	Штука	грн
	00000008616		МКН 55.25М ІР54		1 231,80	Штука	грн
	00000000705		МКН 552М IP31		1 044,96	Штука	грн
	00000008519		МКН 552М ІР54		1 170,96	Штука	грн
	00000008291		МКН 64.15М IP31	9,000	901,02	Штука	грн
	00000009106		МКН 64.15М IP54		1 027,38	Штука	грн
	00000004163		МКН 64.25М IP31		1 087,80	Штука	грн
	00000008549		МКН 64.25М IP54		1 213,80	Штука	грн
	00000004623	ЭП.049800.000-15	МКН 642М IP31	41,000	947,64	Штука	грн
	00000008608		МКН 642М IP54		1 073,76	Штука	грн
	00000007901	ЭП.049800.000-16	МКН 643М IP31	109,000	1 146,96	Штука	грн
	00000008508		МКН 643М IP54		1 272,96	Штука	грн
	00000007939	ЭП.049800.000-20	МКН 65.25М IP31		1 256,10	Штука	грн
	00000008545		МКН 65.25М IP54		1 382,10	Штука	грн
	00000008001	ЭП.049800.000-19	МКН 652М IP31		1 191,18	Штука	грн
	00000008605		МКН 652М IP54		1 317,18	Штука	грн
	00000008576	ЭП.049800.000-21	МКН 653М IP31	15,000	1 319,52	Штука	грн
	00000008766		МКН 653М IP54		1 445,52	Штука	грн
	00000007683		МКН 66.25М IP31	20,000	1 454,94	Штука	грн
	00000008476		МКН 66.25М IP54		1 580,94	Штука	грн
	00000008142		МКН 662М IP31	3,000	1 383,06	Штука	грн
	00000008713		МКН 662М IP54		1 509,06	Штука	грн
	00000007543		МКН 663М IP31		1 530,12	Штука	грн
	00000008579		МКН 663М IP54		1 656,12	Штука	грн
	00000010699		МКН 75.15М IP31			Штука	
	00000008126	ЭП.049900.000	МКН 75.17М IP31		1 160,94	Штука	грн
	00000011165	ЭП.049900.000	МКН 75.17М IP54		1 286,94	Штука	грн
	00000008059		МКН 75.25М IP31	47,000	1 448,70	Штука	грн
	00000008665		МКН 75.25М IP54		1 574,70	Штука	грн
	00000008151		МКН 752М IP31	37,000	1 294,68	Штука	грн
	00000008747		МКН 752М IP54		1 420,08	Штука	грн
	00000013068		МКН 753М IP31	1,000	1 514,82	Штука	грн
	00000013228		МКН 753М IP54		1 640,82	Штука	грн
	00000007801	ЭП.049900.000-07	МКН 8.65.24М IP31	3,000	1 860,54	Штука	грн
	00000011166	ЭП.049900.000-07	МКН 8.65.24М IP54		2 028,54	Штука	грн
	00000008212	ЭП.049900.000-02	МКН 85.25М IP31	7,000	1 644,90	Штука	грн
	00000011170	ЭП.049900.000-02	МКН 85.25М IP54		1 812,90	Штука	грн
	00000011168	ЭП.049900.000-02	МКН 852М IP31		1 565,82	Штука	грн
	00000011169	ЭП.049900.000-02	МКН 852М IP54		1 773,78	Штука	грн
	00000008216	ЭП.049900.000-03	МКН 853М IP31	9,000	1 728,90	Штука	грн
	00000011171	ЭП.049900.000-03	МКН 853М IP54		1 896,90	Штука	грн
	00000012922	ЭП.049900.000-03	МКН 853М IP54 (СПЕЦ., без МП)		2 106,00	Штука	грн
	00000007785	ЭП.049900.000-05	МКН 86.25М IP31		1 877,82	Штука	грн
	00000008556		МКН 86.25М IP54		2 045,82	Штука	грн
	00000007780	ЭП.049900.000-04	МКН 862М IP31		1 792,26	Штука	грн
	00000008699		МКН 862М IP54		1 960,26	Штука	грн
	00000007694	ЭП.049900.000-06	МКН 863М IP31	36,000	1 977,78	Штука	грн
	00000008507		МКН 863М IP54		2 145,90	Штука	грн
	00000013739		МКН 864М IP31		2 159,94	Штука	грн
	00000014723		МКН 864М IP54		2 327,94	Штука	грн
	00000007793	ЭП.049900.000	МКН 883М IP31		2 394,36	Штука	грн
	00000011282		МКН 883М IP54	1,000	2 562,36	Штука	грн
	00000014851		МКН 884М IP31		2 649,60	Штука	грн
	00000007953	ЭП.049900.000-08	МКН 95.17М IP31		1 715,88	Штука	грн
	00000011172	ЭП.049900.000-08	МКН 95.17М IP54		1 883,88	Штука	грн
	00000016117		МКС 10.65.25М IP40			Штука	
	00000008201	ЭП.051900.000-02	МКС 10.75.24М IP31		2 432,28	Штука	грн
	00000011173	ЭП.051900.000-02	МКС 10.75.24М IP54		2 600,28	Штука	грн
	00000012520	ЭП.051900.000-02	МКС 1063 IP31 (без МП)		1 742,64	Штука	грн
	00000012575	ЭП.051900.000-02	МКС 1063 IP54 (без МП)		1 910,64	Штука	грн
	00000008113	ЭП.051900.000-02	МКС 1063М IP31			Штука	
	00000008762		МКС 1063М IP54			Штука	
